Removed Pin From Net: NetName=+5V_INT Pin=C24-2
Removed Pin From Net: NetName=GND Pin=C43-1
Removed Pin From Net: NetName=+5V_EXT_CCB Pin=C43-2
Removed Pin From Net: NetName=+5V_EXT_CCB Pin=C44-2
Removed Pin From Net: NetName=GND Pin=C45-1
Removed Pin From Net: NetName=+5V_EXT_RPI Pin=C46-2
Removed Pin From Net: NetName=+5V_EXT_RPI Pin=C47-2
Removed Pin From Net: NetName=GND Pin=C48-1
Removed Pin From Net: NetName=+5V_INT Pin=C49-2
Removed Pin From Net: NetName=+5V_INT Pin=C50-2
Removed Pin From Net: NetName=+12V_INT Pin=F3-2
Removed Pin From Net: NetName=+5V_INT Pin=F4-2
Removed Pin From Net: NetName=+12V_INT Pin=F5-2
Removed Pin From Net: NetName=+5V_INT Pin=F6-2
Removed Pin From Net: NetName=+12V_INT Pin=F7-2
Removed Pin From Net: NetName=+3V3_INT Pin=F8-2
Removed Pin From Net: NetName=+12V_INT Pin=F9-2
Removed Pin From Net: NetName=+3V3_INT Pin=F10-2
Removed Pin From Net: NetName=+12V_INT Pin=IC1-6
Removed Pin From Net: NetName=+5V_INT Pin=IC2-6
Removed Pin From Net: NetName=GND Pin=P?-2
Removed Pin From Net: NetName=GND Pin=P?-4
Removed Pin From Net: NetName=GND Pin=P?-6
Removed Pin From Net: NetName=GND Pin=P?-8
Removed Pin From Net: NetName=IO19 Pin=P?-9
Removed Pin From Net: NetName=GND Pin=P?-10
Removed Pin From Net: NetName=VCC Pin=R9-2
Removed Pin From Net: NetName=PG_3V3 Pin=R10-1
Removed Pin From Net: NetName=+5V_INT Pin=R10-2
Removed Pin From Net: NetName=GND Pin=R44-1
Removed Pin From Net: NetName=NetMD1_10 Pin=R45-1
Removed Pin From Net: NetName=GND Pin=R46-1
Removed Pin From Net: NetName=NetMD1_37 Pin=R47-1
Removed Pin From Net: NetName=+5V_INT Pin=R49-2
Removed Pin From Net: NetName=+5V_INT Pin=R50-2
Removed Pin From Net: NetName=+5V_INT Pin=U5-1
Removed Pin From Net: NetName=+5V_INT Pin=U5-2
Removed Pin From Net: NetName=+5V_EXT_CCB Pin=U10-1
Removed Pin From Net: NetName=GND Pin=U10-2
Removed Pin From Net: NetName=NetMD1_10 Pin=U10-3
Removed Pin From Net: NetName=NetMD1_30 Pin=U10-4
Removed Pin From Net: NetName=+5V_EXT_RPI Pin=U11-1
Removed Pin From Net: NetName=GND Pin=U11-2
Removed Pin From Net: NetName=NetMD1_37 Pin=U11-3
Removed Pin From Net: NetName=NetMD1_28 Pin=U11-4
Removed Pin From Net: NetName=+5V_INT Pin=U12-5
Removed Member From Class: ClassName=Microcontroller Member=C41
Removed Member From Class: ClassName=Output Connections Member=C43
Removed Member From Class: ClassName=Output Connections Member=C44
Removed Member From Class: ClassName=Output Connections Member=C45
Removed Member From Class: ClassName=Output Connections Member=C46
Removed Member From Class: ClassName=Output Connections Member=C47
Removed Member From Class: ClassName=Output Connections Member=C48
Removed Member From Class: ClassName=Output Connections Member=F5
Removed Member From Class: ClassName=Output Connections Member=F6
Removed Member From Class: ClassName=Output Connections Member=F7
Removed Member From Class: ClassName=Output Connections Member=F8
Removed Member From Class: ClassName=Output Connections Member=F9
Removed Member From Class: ClassName=Output Connections Member=F10
Removed Member From Class: ClassName=Microcontroller Member=MH1
Removed Member From Class: ClassName=Microcontroller Member=MH2
Removed Member From Class: ClassName=Microcontroller Member=MH3
Removed Member From Class: ClassName=Microcontroller Member=MH4
Removed Member From Class: ClassName=Microcontroller Member=MH5
Removed Member From Class: ClassName=Microcontroller Member=MH6
Removed Member From Class: ClassName=Microcontroller Member=MH7
Removed Member From Class: ClassName=Microcontroller Member=MH8
Removed Member From Class: ClassName=Microcontroller Member=P?
Removed Member From Class: ClassName=Microcontroller Member=R49
Removed Member From Class: ClassName=Output Connections Member=R49
Removed Member From Class: ClassName=Microcontroller Member=R50
Removed Member From Class: ClassName=Output Connections Member=R50
Removed Member From Class: ClassName=Output Connections Member=U10
Removed Member From Class: ClassName=Output Connections Member=U11
Change Component Footprint: Designator=C46 Old Footprint=CAP 1206_3216 - 1.8MM New Footprint=CAP 0603_1608
Change Component Comment : Designator=C46 Old Comment=100µF New Comment=0.1µF
Change Component Designator: OldDesignator=C19 NewDesignator=C22
Change Component Designator: OldDesignator=C20 NewDesignator=C19
Change Component Designator: OldDesignator=C21 NewDesignator=C23
Change Component Designator: OldDesignator=C22 NewDesignator=C20
Change Component Designator: OldDesignator=C23 NewDesignator=C21
Change Component Designator: OldDesignator=C24 NewDesignator=C36
Change Component Designator: OldDesignator=C25 NewDesignator=C37
Change Component Designator: OldDesignator=C26 NewDesignator=C25
Change Component Designator: OldDesignator=C27 NewDesignator=C26
Change Component Designator: OldDesignator=C28 NewDesignator=C27
Change Component Designator: OldDesignator=C29 NewDesignator=C28
Change Component Designator: OldDesignator=C30 NewDesignator=C29
Change Component Designator: OldDesignator=C31 NewDesignator=C30
Change Component Designator: OldDesignator=C36 NewDesignator=C40
Change Component Designator: OldDesignator=C37 NewDesignator=C41
Change Component Designator: OldDesignator=C38 NewDesignator=C42
Change Component Designator: OldDesignator=C39 NewDesignator=C43
Change Component Designator: OldDesignator=C40 NewDesignator=C45
Change Component Designator: OldDesignator=C41 NewDesignator=C38
Change Component Designator: OldDesignator=C42 NewDesignator=C39
Change Component Designator: OldDesignator=C49 NewDesignator=C48
Change Component Designator: OldDesignator=C50 NewDesignator=C49
Change Component Designator: OldDesignator=D8 NewDesignator=D9
Change Component Designator: OldDesignator=D9 NewDesignator=D11
Change Component Designator: OldDesignator=D10 NewDesignator=D12
Change Component Designator: OldDesignator=D11 NewDesignator=D13
Change Component Designator: OldDesignator=D12 NewDesignator=D8
Change Component Designator: OldDesignator=D13 NewDesignator=D10
Change Component Designator: OldDesignator=F5 NewDesignator=F4
Change Component Designator: OldDesignator=J4 NewDesignator=J7
Change Component Designator: OldDesignator=J5 NewDesignator=J4
Change Component Designator: OldDesignator=J6 NewDesignator=J12
Change Component Designator: OldDesignator=J7 NewDesignator=J10
Change Component Designator: OldDesignator=J9 NewDesignator=J13
Change Component Designator: OldDesignator=J10 NewDesignator=J14
Change Component Designator: OldDesignator=J12 NewDesignator=J15
Change Component Designator: OldDesignator=J13 NewDesignator=J16
Change Component Designator: OldDesignator=J14 NewDesignator=J5
Change Component Designator: OldDesignator=J15 NewDesignator=J6
Change Component Designator: OldDesignator=J16 NewDesignator=J9
Change Component Designator: OldDesignator=R8 NewDesignator=R9
Change Component Designator: OldDesignator=R13 NewDesignator=R14
Change Component Designator: OldDesignator=R14 NewDesignator=R16
Change Component Designator: OldDesignator=R15 NewDesignator=R17
Change Component Designator: OldDesignator=R16 NewDesignator=R18
Change Component Designator: OldDesignator=R17 NewDesignator=R20
Change Component Designator: OldDesignator=R18 NewDesignator=R21
Change Component Designator: OldDesignator=R19 NewDesignator=R22
Change Component Designator: OldDesignator=R20 NewDesignator=R23
Change Component Designator: OldDesignator=R21 NewDesignator=R25
Change Component Designator: OldDesignator=R22 NewDesignator=R26
Change Component Designator: OldDesignator=R23 NewDesignator=R29
Change Component Designator: OldDesignator=R24 NewDesignator=R30
Change Component Designator: OldDesignator=R25 NewDesignator=R31
Change Component Designator: OldDesignator=R26 NewDesignator=R32
Change Component Designator: OldDesignator=R27 NewDesignator=R36
Change Component Designator: OldDesignator=R28 NewDesignator=R37
Change Component Designator: OldDesignator=R29 NewDesignator=R33
Change Component Designator: OldDesignator=R30 NewDesignator=R34
Change Component Designator: OldDesignator=R31 NewDesignator=R35
Change Component Designator: OldDesignator=R32 NewDesignator=R38
Change Component Designator: OldDesignator=R33 NewDesignator=R39
Change Component Designator: OldDesignator=R34 NewDesignator=R40
Change Component Designator: OldDesignator=R35 NewDesignator=R41
Change Component Designator: OldDesignator=R36 NewDesignator=R42
Change Component Designator: OldDesignator=R37 NewDesignator=R43
Change Component Designator: OldDesignator=R38 NewDesignator=R44
Change Component Designator: OldDesignator=R39 NewDesignator=R45
Change Component Designator: OldDesignator=R40 NewDesignator=R46
Change Component Designator: OldDesignator=R41 NewDesignator=R47
Change Component Designator: OldDesignator=R42 NewDesignator=R27
Change Component Designator: OldDesignator=R43 NewDesignator=R28
Change Component Designator: OldDesignator=U5 NewDesignator=U8
Change Component Designator: OldDesignator=U7 NewDesignator=U10
Change Component Designator: OldDesignator=U8 NewDesignator=U11
Change Component Designator: OldDesignator=U12 NewDesignator=U13
