Removed Pin From Net: NetName=+3V3_INT Pin=C53-2
Removed Pin From Net: NetName=+3V3_INT Pin=C54-2
Removed Pin From Net: NetName=+5V_EXT_CCB Pin=C91-2
Removed Pin From Net: NetName=+5V_INT Pin=D16-2
Removed Pin From Net: NetName=GND Pin=J14-G_A1
Removed Pin From Net: NetName=GND Pin=J14-G_A2
Removed Pin From Net: NetName=GND Pin=J14-G_B1
Removed Pin From Net: NetName=GND Pin=J14-G_B2
Removed Pin From Net: NetName=GND Pin=J14-G
Removed Pin From Net: NetName=GND Pin=J14-S1
Removed Pin From Net: NetName=GND Pin=J14-S2
Removed Pin From Net: NetName=+5V_EXT_RPI Pin=J14-V
Removed Pin From Net: NetName=GND Pin=J22-1
Removed Pin From Net: NetName=NetJ22_3 Pin=MD1-27
Removed Pin From Net: NetName=NetJ22_2 Pin=MD1-28
Removed Pin From Net: NetName=+5V_EXT_RPI Pin=R53-2
Removed Pin From Net: NetName=GND Pin=U6-29_1
Removed Pin From Net: NetName=GND Pin=U6-29_2
Removed Pin From Net: NetName=GND Pin=U6-29_3
Removed Pin From Net: NetName=GND Pin=U6-29_4
Removed Pin From Net: NetName=GND Pin=U6-29_5
Removed Pin From Net: NetName=GND Pin=U6-29_6
Removed Pin From Net: NetName=GND Pin=U6-29_7
Removed Pin From Net: NetName=GND Pin=U6-29_8
Removed Pin From Net: NetName=NetC19_1 Pin=U6-30_1
Removed Pin From Net: NetName=NetC19_1 Pin=U6-30_2
Removed Pin From Net: NetName=NetC19_1 Pin=U6-30_3
Removed Pin From Net: NetName=NetC19_1 Pin=U6-30_4
Removed Pin From Net: NetName=NetC19_1 Pin=U6-30_5
Removed Pin From Net: NetName=NetC19_1 Pin=U6-30_6
Removed Pin From Net: NetName=VCC Pin=U6-31_1
Removed Pin From Net: NetName=VCC Pin=U6-31_2
Removed Pin From Net: NetName=VCC Pin=U6-31_3
Removed Pin From Net: NetName=GND Pin=U13-1
Removed Pin From Net: NetName=TX0 Pin=U13-2
Removed Pin From Net: NetName=RX0 Pin=U13-3
Removed Pin From Net: NetName=BOOT Pin=U13-13
Removed Pin From Net: NetName=EN Pin=U13-14
Removed Pin From Net: NetName=+3V3_INT Pin=U13-16
Removed Member From Class: ClassName=Power Supply Member=C99
Removed Member From Class: ClassName=Output Connections Member=D16
Removed Member From Class: ClassName=Output Connections Member=R53
Removed Member From Class: ClassName=Power Supply Member=R66
Removed Member From Class: ClassName=Output Connections Member=TP15
Removed Member From Class: ClassName=Output Connections Member=TP18
Change Component Footprint: Designator=U13 Old Footprint=CH340C-Footprint-1 New Footprint=QFN28N5X5-0p5P
Change Component Footprint: Designator=J22 Old Footprint=HDR1X4 New Footprint=FCI USB 10118193-0001LF
Change Component Footprint: Designator=J14 Old Footprint=USB-C31-A-D-VT-CS1-Footprint-1 New Footprint=TE 292303-1
Change Component Comment : Designator=C54 Old Comment=10 µF New Comment=1 µF
Change Component Comment : Designator=U13 Old Comment=CH340C New Comment=CP2102
Change Component Comment : Designator=J22 Old Comment=Header 4 New Comment=10118193-0001LF
Change Component Comment : Designator=J14 Old Comment=USB-C31-A-D-VT-CS1 New Comment=292303-1
Change Component Designator: OldDesignator=C39 NewDesignator=C42
Change Component Designator: OldDesignator=C40 NewDesignator=C39
Change Component Designator: OldDesignator=C41 NewDesignator=C40
Change Component Designator: OldDesignator=C42 NewDesignator=C43
Change Component Designator: OldDesignator=C43 NewDesignator=C44
Change Component Designator: OldDesignator=C44 NewDesignator=C45
Change Component Designator: OldDesignator=C45 NewDesignator=C46
Change Component Designator: OldDesignator=C46 NewDesignator=C47
Change Component Designator: OldDesignator=C47 NewDesignator=C48
Change Component Designator: OldDesignator=C48 NewDesignator=C49
Change Component Designator: OldDesignator=C49 NewDesignator=C50
Change Component Designator: OldDesignator=C50 NewDesignator=C51
Change Component Designator: OldDesignator=C51 NewDesignator=C52
Change Component Designator: OldDesignator=C52 NewDesignator=C53
Change Component Designator: OldDesignator=C53 NewDesignator=C60
Change Component Designator: OldDesignator=C54 NewDesignator=C59
Change Component Designator: OldDesignator=C55 NewDesignator=C56
Change Component Designator: OldDesignator=C56 NewDesignator=C57
Change Component Designator: OldDesignator=C57 NewDesignator=C58
Change Component Designator: OldDesignator=C58 NewDesignator=C63
Change Component Designator: OldDesignator=C59 NewDesignator=C64
Change Component Designator: OldDesignator=C60 NewDesignator=C65
Change Component Designator: OldDesignator=C61 NewDesignator=C66
Change Component Designator: OldDesignator=C62 NewDesignator=C67
Change Component Designator: OldDesignator=C63 NewDesignator=C68
Change Component Designator: OldDesignator=C64 NewDesignator=C69
Change Component Designator: OldDesignator=C65 NewDesignator=C73
Change Component Designator: OldDesignator=C66 NewDesignator=C74
Change Component Designator: OldDesignator=C67 NewDesignator=C75
Change Component Designator: OldDesignator=C68 NewDesignator=C76
Change Component Designator: OldDesignator=C69 NewDesignator=C77
Change Component Designator: OldDesignator=C70 NewDesignator=C78
Change Component Designator: OldDesignator=C71 NewDesignator=C79
Change Component Designator: OldDesignator=C72 NewDesignator=C80
Change Component Designator: OldDesignator=C73 NewDesignator=C81
Change Component Designator: OldDesignator=C74 NewDesignator=C82
Change Component Designator: OldDesignator=C75 NewDesignator=C83
Change Component Designator: OldDesignator=C76 NewDesignator=C84
Change Component Designator: OldDesignator=C77 NewDesignator=C85
Change Component Designator: OldDesignator=C78 NewDesignator=C86
Change Component Designator: OldDesignator=C79 NewDesignator=C87
Change Component Designator: OldDesignator=C80 NewDesignator=C88
Change Component Designator: OldDesignator=C81 NewDesignator=C89
Change Component Designator: OldDesignator=C82 NewDesignator=C90
Change Component Designator: OldDesignator=C83 NewDesignator=C91
Change Component Designator: OldDesignator=C84 NewDesignator=C92
Change Component Designator: OldDesignator=C85 NewDesignator=C93
Change Component Designator: OldDesignator=C86 NewDesignator=C94
Change Component Designator: OldDesignator=C87 NewDesignator=C95
Change Component Designator: OldDesignator=C88 NewDesignator=C96
Change Component Designator: OldDesignator=C89 NewDesignator=C97
Change Component Designator: OldDesignator=C90 NewDesignator=C98
Change Component Designator: OldDesignator=C91 NewDesignator=C99
Change Component Designator: OldDesignator=C92 NewDesignator=C100
Change Component Designator: OldDesignator=C93 NewDesignator=C101
Change Component Designator: OldDesignator=C94 NewDesignator=C102
Change Component Designator: OldDesignator=C95 NewDesignator=C103
Change Component Designator: OldDesignator=C96 NewDesignator=C104
Change Component Designator: OldDesignator=C97 NewDesignator=C105
